"GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term","FDR"
"GO:0070170",0.00592507803909551,22.042212518195,0.120156046814044,2,8,"regulation of tooth mineralization",0.00772062367610786
"GO:0006954",0.00600143699965127,2.13610579115367,7.90026007802341,16,526,"inflammatory response",0.00772062367610786
"GO:0030212",0.00602664717333314,9.04724880382775,0.375487646293888,3,25,"hyaluronan metabolic process",0.00772062367610786
"GO:0018149",0.00602664717333314,9.04724880382775,0.375487646293888,3,25,"peptide cross-linking",0.00772062367610786
"GO:0010765",0.00602664717333314,9.04724880382775,0.375487646293888,3,25,"positive regulation of sodium ion transport",0.00772062367610786
"GO:0042119",0.00608649194320641,3.10552373052697,2.71853055916775,8,181,"neutrophil activation",0.00775536876634365
"GO:0046394",0.00628581230268127,2.85638704742478,3.31931079323797,9,221,"carboxylic acid biosynthetic process",0.00796651077933402
"GO:0006520",0.00646826353091938,2.84278644842025,3.33433029908973,9,222,"amino acid metabolic process",0.00815414072780794
"GO:1903034",0.00658002887017652,3.82069841269841,1.66716514954486,6,111,"regulation of response to wounding",0.00825114731339596
"GO:0021545",0.00665111084223045,5.78548170848496,0.750975292587776,4,50,"cranial nerve development",0.00829638562951904
"GO:0036230",0.00670073291683213,3.05197717081125,2.76358907672302,8,184,"granulocyte activation",0.00831452199627861
"GO:0016053",0.00684536943200557,2.81596480201131,3.36436931079324,9,224,"organic acid biosynthetic process",0.00842988808151052
"GO:0002705",0.00686753309609615,3.78440251572327,1.68218465539662,6,112,"positive regulation of leukocyte mediated immunity",0.00842988808151052
"GO:0002252",0.00690041471651072,2.10196641824549,8.02041612483745,16,534,"immune effector process",0.00842988808151052
"GO:0010951",0.00706243756236927,4.44660766961652,1.20156046814044,5,80,"negative regulation of endopeptidase activity",0.00858357796041804
"GO:0009617",0.0071343402066403,2.29292096712538,5.96274382314694,13,397,"response to bacterium",0.00861866410261805
"GO:0007173",0.00716403724985551,3.74878504672897,1.69720416124837,6,113,"epidermal growth factor receptor signaling pathway",0.00861866410261805
"GO:1903510",0.0074371989658155,4.38780857009781,1.2165799739922,5,81,"mucopolysaccharide metabolic process",0.0086779727716316
"GO:0002706",0.00746969636291214,3.71382716049383,1.71222366710013,6,114,"regulation of lymphocyte mediated immunity",0.0086779727716316
"GO:0060670",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"branching involved in labyrinthine layer morphogenesis",0.0086779727716316
"GO:0051764",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"actin crosslink formation",0.0086779727716316
"GO:0044090",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"positive regulation of vacuole organization",0.0086779727716316
"GO:2000679",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"positive regulation of transcription regulatory region DNA binding",0.0086779727716316
"GO:1905247",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"positive regulation of aspartic-type peptidase activity",0.0086779727716316
"GO:0002679",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"respiratory burst involved in defense response",0.0086779727716316
"GO:0006670",0.00754287928673464,18.8920773549595,0.1351755526658,2,9,"sphingosine metabolic process",0.0086779727716316
"GO:0009615",0.00759519854006955,2.60137318960848,4.04024707412224,10,269,"response to virus",0.00869595195167383
"GO:0002831",0.00786740925144484,2.35124081794719,5.36196358907672,12,357,"regulation of response to biotic stimulus",0.00896430765669436
"GO:0010822",0.00816729187598022,5.43018969702418,0.796033810143043,4,53,"positive regulation of mitochondrion organization",0.00926147451965221
"GO:1901342",0.0082994670197721,2.72589481373265,3.46950585175553,9,231,"regulation of vasculature development",0.00934192515548299
"GO:0048583",0.00831707260678022,1.46823252518703,44.788166449935,60,2982,"regulation of response to stimulus",0.00934192515548299
"GO:0050778",0.00844981330676317,2.05268977621764,8.20065019505852,16,546,"positive regulation of immune response",0.00944625355520222
"GO:0019637",0.00849480303454837,1.92475925200157,10.4085175552666,19,693,"organophosphate metabolic process",0.0094519639398496
"GO:2000377",0.00864431340090586,4.22034278032934,1.26163849154746,5,84,"regulation of reactive oxygen species metabolic process",0.00948473275932726
"GO:0010466",0.00864431340090586,4.22034278032934,1.26163849154746,5,84,"negative regulation of peptidase activity",0.00948473275932726
"GO:0002220",0.00864431340090586,4.22034278032934,1.26163849154746,5,84,"innate immune response activating cell surface receptor signaling pathway",0.00948473275932726
"GO:0045088",0.00877821009941033,2.41726384364821,4.77620286085826,11,318,"regulation of innate immune response",0.00953699298408718
"GO:0030216",0.0090750906555289,4.16731194690265,1.27665799739922,5,85,"keratinocyte differentiation",0.00953699298408718
"GO:0045069",0.00929438775083614,5.21655005614581,0.826072821846554,4,55,"regulation of viral genome replication",0.00953699298408718
"GO:0033148",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"positive regulation of intracellular estrogen receptor signaling pathway",0.00953699298408718
"GO:0048143",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"astrocyte activation",0.00953699298408718
"GO:1900424",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"regulation of defense response to bacterium",0.00953699298408718
"GO:1900125",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"regulation of hyaluronan biosynthetic process",0.00953699298408718
"GO:0048680",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"positive regulation of axon regeneration",0.00953699298408718
"GO:0018146",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"keratan sulfate biosynthetic process",0.00953699298408718
"GO:0045741",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"positive regulation of epidermal growth factor-activated receptor activity",0.00953699298408718
"GO:0002483",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"antigen processing and presentation of endogenous peptide antigen",0.00953699298408718
"GO:0035795",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"negative regulation of mitochondrial membrane permeability",0.00953699298408718
"GO:1905245",0.00933579060045664,16.5294759825328,0.150195058517555,2,10,"regulation of aspartic-type peptidase activity",0.00953699298408718
